id,pp,hit_accuracy,play_count,play_time,replays_watched_by_others,maximum_combo,badges,follower_count,is_active,is_silenced,join_date,mapping_follower_count,scores_first_count,scores_recent_count,support_level,rank_peak,rank_current_to_worst,rank_current_to_mean,rank_current_to_highest_ever,activity,last_month_activity,topplay_activity
3872987,13647.7,98.9519,242266.0,14274077.0,10.823331962609581,5086.0,2.0,6.957497370876951,1.0,0.0,3692.0,2.4849066497880004,1.3862943611198906,0.0,2.0,-3.384092162388463,-0.06681994539445323,-0.023854002011783292,-0.7705263157894737,2184.2,49.0,1.3956750235276594
14176480,13546.5,98.7281,288785.0,13661148.0,7.438383530044307,8253.0,0.0,5.846438775057725,1.0,0.0,1793.0,2.4849066497880004,0.6931471805599453,0.0,2.0,-4.160964047443681,-0.0501716987022254,-0.009454577888774914,-0.36381709741550694,3491.3999999999996,48.0,2.889249803602425
251683,13406.3,99.3814,158608.0,7871258.0,11.826669943124601,10138.0,3.0,8.468002947225466,1.0,0.0,5132.0,4.770684624465665,1.6094379124341003,0.0,3.0,-1.6609640474436813,-0.04385074505664054,0.011531121848227736,-0.9815157116451017,715.9,32.0,0.6301644339290485
284905,13401.4,98.7884,131954.0,8275106.0,13.322318544209622,7995.0,9.0,9.63619616973208,1.0,0.0,5099.0,6.8679744089702925,3.8066624897703196,0.0,3.0,-4.160964047443681,-0.10857622956117108,-0.056679376979254216,-0.41284403669724773,247.10000000000002,4.0,0.013259418542477691
11750028,13315.2,99.2276,123525.0,7642988.0,6.651571873589727,8001.0,0.0,5.123963979403259,1.0,0.0,2200.0,1.0986122886681098,1.9459101490553132,0.0,2.0,-4.578673467681422,-0.006075846821150698,0.1250780577542995,-0.008680555555555556,1634.5,50.0,6.180025599600608
14289060,13262.7,99.1207,54192.0,2608507.0,5.003946305945459,6699.0,0.0,5.14166355650266,1.0,0.0,1775.0,0.0,0.0,0.0,0.0,-4.445891851609155,-0.09331898659884574,-0.05291988653037267,-0.205685618729097,51.5,0.0,0.0003551371448571654
5783315,13236.3,97.5711,174426.0,11462677.0,9.01322999770879,8894.0,0.0,6.7464121285733745,1.0,0.0,3315.0,4.04305126783455,1.0986122886681098,0.0,2.0,-4.463888981041171,-0.06324906455963075,-0.03420767725882724,-0.19504132231404958,348.8,3.0,0.4224582483354033
13080423,13143.6,98.6756,72843.0,4560796.0,4.90527477843843,5759.0,0.0,5.337538079701318,1.0,0.0,1991.0,2.0794415416798357,0.0,0.0,0.0,-4.2753733926916215,-0.08264918177310045,-0.0463386412474516,-0.4075829383886256,50.2,1.0,1.5905508445083913e-30
7728757,13112.5,97.9403,67616.0,3073520.0,7.720905251936779,3375.0,0.0,5.8971538676367405,0.0,0.0,2967.0,1.791759469228055,0.6931471805599453,0.0,0.0,-3.5221970596792267,-0.08222122704881325,-0.044693237796685985,-0.7962962962962963,0.0,0.0,2.4825864869300264e-223
718454,13076.6,99.0016,101241.0,5776300.0,12.039876374657714,7426.0,13.0,9.954370762850697,1.0,0.0,4743.0,4.634728988229636,0.0,0.0,3.0,-2.1961587113893803,-0.09902747213743168,-0.062149499538581746,-0.968421052631579,39.4,2.0,1.505900450614421e-17
11345747,13037.3,99.1093,110805.0,6793922.0,6.7912214627261855,9096.0,0.0,6.139884552226255,1.0,0.0,2261.0,1.791759469228055,0.0,0.0,2.0,-4.640385385065302,-0.08463708643241856,-0.04180559117722487,-0.08124076809453472,948.5999999999999,12.0,0.17613172032202976
3820683,12988.9,98.3828,136533.0,6115068.0,8.995784837848506,3089.0,0.0,6.450470422144176,1.0,0.0,3704.0,2.1972245773362196,0.6931471805599453,0.0,0.0,-2.8502198590705463,-0.0950560780566313,-0.05316099180204197,-0.9255014326647565,554.4,9.0,0.06457399816945017
13652059,12922.8,97.9546,92837.0,5442055.0,6.709304340258298,4180.0,0.0,5.87493073085203,1.0,0.0,1885.0,1.0986122886681098,0.0,0.0,0.0,-4.4164450070823715,-0.03815834929807481,-0.011902892497094933,-0.36312849162011174,265.1,3.0,0.6984803470803082
3213239,12651.8,99.3331,176855.0,8509984.0,10.735396175137648,5086.0,0.0,7.472500744737558,1.0,0.0,3830.0,1.6094379124341003,2.3978952727983707,0.0,3.0,-2.777294425838819,-0.12849066301182113,-0.06904231625835192,-0.9435096153846154,147.39999999999998,1.0,0.00013980975200431073
4185400,12649.6,99.2335,181097.0,13852738.0,7.444248649496705,7756.0,0.0,6.361302477572996,1.0,0.0,3622.0,2.8903717578961645,0.6931471805599453,2.6390573296152584,3.0,-4.834442492133124,-0.020588766480043343,0.09734513274336287,-0.022809123649459785,2436.3,49.0,8.850061464625847
11053358,12629.7,98.2774,163909.0,10221607.0,9.01517670716893,6736.0,0.0,5.91350300563827,1.0,0.0,2314.0,1.3862943611198906,0.6931471805599453,1.3862943611198906,2.0,-4.754887502163469,-0.1088929219600726,-0.06107289072721903,-0.13007159904534607,1078.6999999999998,50.0,0.0029531294662349713
8236827,12525.6,99.1883,136426.0,9556907.0,8.13739583005665,8955.0,0.0,6.324358962381311,1.0,0.0,2876.0,1.9459101490553132,0.6931471805599453,0.0,0.0,-4.339740049752724,-0.09339204704191999,-0.04766719438051275,-0.5314285714285715,151.9,6.0,2.5649567240387906e-88
10656864,12525.0,98.9811,96917.0,5614410.0,6.2422232654551655,5186.0,0.0,5.407171771460119,1.0,0.0,2387.0,2.1972245773362196,1.3862943611198906,1.9459101490553132,0.0,-4.865659515512532,-0.032364867378445746,0.022357799189018233,-0.02968036529680365,1399.4,38.0,2.6395700637402717
8573172,12522.5,98.946,140371.0,10097934.0,8.309184527686298,8902.0,0.0,6.07993319509559,1.0,0.0,2808.0,1.6094379124341003,0.6931471805599453,0.0,0.0,-4.512569781139255,-0.096684350132626,-0.04920424403183018,-0.4072810011376564,350.0,0.0,0.010466718045959484
7068158,12512.1,98.8851,115718.0,4234310.0,7.063903961472068,3991.0,0.0,5.459585514144159,1.0,0.0,3089.0,0.0,1.0986122886681098,3.332204510175204,0.0,-4.882435795368045,-0.03866787431199052,0.07406117188044312,-0.01805869074492099,2153.4,36.0,7.511526606923218
4301976,12421.9,98.6775,50775.0,3445999.0,6.86171134048073,7274.0,1.0,5.998936561946683,1.0,0.0,3594.0,1.3862943611198906,0.0,1.791759469228055,0.0,-4.794357317791132,-0.08380876043189212,0.0006600971285775335,-0.18259023354564755,674.2,29.0,1.8293339579883647
11843859,12294.0,98.398,237963.0,13850038.0,6.3578422665081,3954.0,1.0,5.488937726156687,1.0,0.0,2184.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,2.0,-4.75587632688369,-0.08377069035123133,-0.03956398869600328,-0.2912621359223301,3716.8,48.0,0.979983926529859
5189431,12268.7,99.1483,158751.0,10895596.0,8.505525386548555,6850.0,0.0,5.996452088619021,1.0,0.0,3392.0,1.0986122886681098,2.1972245773362196,2.3978952727983707,0.0,-4.524924274725281,-0.0969666003931979,-0.04663949084204331,-0.49379178605539636,170.60000000000002,1.0,4.054053805060843e-13
14935968,12056.4,98.4821,82310.0,5466460.0,4.3694478524670215,4681.0,0.0,4.962844630259907,1.0,0.0,1664.0,1.3862943611198906,0.0,0.6931471805599453,2.0,-5.097378427211124,-0.0021997897978637596,0.1376823992374062,-0.003401360544217687,1347.7,41.0,5.376715555543361
14165027,12013.1,98.5365,76852.0,5126395.0,4.02535169073515,4562.0,1.0,5.1647859739235145,1.0,0.0,1796.0,0.0,0.0,0.0,2.0,-4.972721918188956,-0.1010883457918587,-0.050970215732599966,-0.1824212271973466,629.5999999999999,8.0,0.11120597950686549
1093361,12001.3,98.9496,227805.0,10316159.0,10.943499211400042,6242.0,1.0,8.67317077287059,1.0,0.0,4545.0,2.833213344056216,0.0,0.0,3.0,-3.253897320099348,-0.0865038731657182,-0.0440417959307969,-0.9253486464315013,152.4,0.0,1.634432050675363e-10
12529846,11858.0,97.8714,106950.0,4771381.0,4.897839799950911,3272.0,0.0,5.176149732573829,1.0,0.0,2071.0,0.6931471805599453,0.0,0.0,2.0,-5.154738176920553,-0.03547645805726554,0.0059043561400272376,-0.03644646924829157,862.4,5.0,1.7513016016473821
14547194,11803.6,98.8257,129023.0,6013320.0,3.8066624897703196,4079.0,0.0,5.267858159063328,1.0,0.0,1735.0,0.0,0.0,1.0986122886681098,2.0,-5.132807523242229,-0.0760693246819773,-0.03423546486809536,-0.08543833580980684,2136.2,16.0,0.9619029988208891
2705430,11800.1,99.6397,81939.0,4525236.0,8.900685318713995,8343.0,1.0,5.459585514144159,1.0,0.0,3926.0,0.0,0.0,0.0,0.0,-4.2753733926916215,-0.02139947996962654,0.06877746841850947,-0.7220163083765753,137.6,0.0,0.9868728171874092
9650310,11779.6,97.8199,86330.0,3407390.0,5.676753802268282,2742.0,0.0,5.332718793265369,1.0,0.0,2583.0,0.0,0.6931471805599453,0.0,0.0,-5.08370907291587,-0.037498820791799004,0.03564353322222569,-0.15627292736610418,1394.6999999999998,37.0,3.815622718741687
11170841,11763.2,98.7491,78602.0,5007773.0,5.752572638825633,6276.0,0.0,5.5909869805108565,1.0,0.0,2291.0,1.3862943611198906,0.0,0.0,2.0,-5.201506011787498,-0.011111353188522625,0.1025948277740256,-0.013838310269482883,924.5,26.0,6.394763521415482
1825928,11760.4,96.7736,112399.0,6531069.0,8.950792138768174,4197.0,0.0,6.587550014824796,1.0,0.0,4216.0,0.0,1.0986122886681098,0.0,3.0,-4.46240625180289,-0.10320837899136108,-0.051960959200835884,-0.6468023255813954,83.0,0.0,0.0015881180692125605
6137858,11741.7,98.9437,122981.0,6775937.0,5.062595033026967,4216.0,0.0,5.616771097666572,1.0,0.0,3272.0,5.030437921392435,0.0,0.0,3.0,-5.048357577244269,-0.027292315058654537,-0.002633468996887773,-0.21561604584527222,518.8,2.0,0.2676999702501577
1545031,11717.9,98.7284,156125.0,7932635.0,13.055154627710879,4159.0,8.0,8.67265729404031,1.0,0.0,4327.0,3.6375861597263857,2.0794415416798357,0.0,0.0,-2.9036774610288023,-0.10588849394745346,-0.05366508413909674,-0.9603680113234253,37.9,0.0,4.005082186857781e-68
12498437,11705.9,98.909,117244.0,6571714.0,6.663132695990803,3689.0,0.0,5.771441123130016,1.0,0.0,2076.0,0.0,0.0,0.0,0.0,-4.686432530056294,-0.10866797539159075,-0.05489252301904764,-0.5353889278206027,16.3,0.0,5.206532942896969e-91
11285958,11700.3,98.5763,134641.0,4861184.0,4.465908118654584,4172.0,0.0,5.393627546352362,1.0,0.0,2272.0,1.0986122886681098,0.0,2.5649493574615367,2.0,-5.22095335227112,-0.09169359437369322,0.020794525755559796,-0.027952480782669462,2491.7,50.0,4.217110555149646
7630971,11636.6,98.3057,147562.0,8592150.0,10.730619148090465,7599.0,4.0,7.095064377287131,1.0,0.0,2983.0,2.1972245773362196,2.995732273553991,0.0,0.0,-4.762760404547535,-0.08744283039882461,-0.04789213014526403,-0.5,26.800000000000004,0.0,0.02596498614791958
22603358,11552.4,98.6278,111833.0,4875012.0,4.07753744390572,2803.0,0.0,5.0238805208462765,1.0,0.0,1049.0,0.0,0.0,2.772588722239781,2.0,-5.213132377351049,-0.08169069482474321,-0.04496013796650684,-0.10358306188925082,934.1999999999999,13.0,0.32782733110581913
4595465,11534.3,97.6047,263529.0,14065517.0,9.846387960495555,2479.0,0.0,5.598421958998375,1.0,0.0,3526.0,1.9459101490553132,3.2188758248682006,0.0,3.0,-4.25587632688369,-0.08975502950593493,-0.046017261159392024,-0.7645161290322581,2041.1999999999998,25.0,0.1563855752868547
12902063,11505.4,98.7295,137883.0,7624125.0,3.4965075614664802,6981.0,0.0,5.365976015021851,1.0,0.0,2018.0,0.0,0.0,2.9444389791664403,2.0,-5.313766942236396,-0.0024858444966164893,0.21049578787460296,-0.003778337531486146,3397.7,48.0,13.959410797128488
