name,raw_skill,trendiness,prestige
8443945,16031.7,1.788267057966507,2.320432149013824
7657831,15735.8,1.821800406348305,2.6675052526593195
4141918,15520.8,1.7473131542174318,2.774988806584696
14733798,15349.3,4.368313287596335,2.0799200104099294
18323396,14855.4,1.9445335650822564,1.9030777015805544
11948617,14693.9,1.7527214527412829,1.9688375273709624
2831793,14450.7,1.6170757368991555,9.645053706946824
17104779,14389.6,2.3407747835191786,1.6148607390886376
6133101,14105.9,1.88522197199981,1.8618439595668013
6337610,13883.9,2.204084045758266,1.7635675398846111
7806847,13707.7,2.055674555151871,1.996853114796804
3872987,13647.7,2.011721027708611,2.748639590550428
14176480,13546.5,2.308013417249163,1.872257204812704
251683,13406.3,1.970584676243445,4.637933445952239
284905,13401.4,1.7672026759091966,6.758065054831509
11750028,13357.1,3.264492974165339,1.892952494153756
14289060,13262.7,1.774188899047208,1.5971602630449842
5783315,13236.3,1.8747798856883988,1.9883206093691543
13080423,13143.6,1.7705556987839222,1.6328660076561574
7728757,13112.5,1.5461887665408067,1.9857964981880376
718454,13076.6,1.637424494691647,7.939041343820358
11345747,13037.3,1.8838036112986951,1.6799792683339567
3820683,12988.9,1.687878068328887,2.2701221669005305
13652059,12922.8,1.8875229969515628,1.6717624066380243
3213239,12651.8,1.6088938528649654,3.0200935805737195
4185400,12649.6,2.928591337764111,1.7658411654993444
11053358,12629.7,2.036364214717364,1.8005891007299932
8236827,12525.6,1.7483788508113711,1.865322489276416
10656864,12525.0,2.32541788999224,1.732883267190731
8573172,12522.5,1.7963194526481172,1.8237253770171995
7068158,12512.1,2.6784987570077865,1.7082771031571924
4301976,12422.4,2.113780698843624,1.6967672681988968
11843859,12294.0,2.1245627265277616,1.7522608961991328
5189431,12268.7,1.738223026575846,2.0415608439681243
14935968,12056.4,2.9100058612391755,1.4994595847766752
14165027,12013.1,1.7987256697649676,1.5575044258275472
1093361,12001.3,1.6834984997341396,2.451575360310086
12529846,11858.0,2.084262658515634,1.5032133853536405
14547194,11803.6,2.047555593528567,1.4823922654745254
2705430,11800.1,1.9773016222975244,1.843737422267528
9650310,11779.9,2.429546702320314,1.583561730626038
11170841,11763.4,2.799074764786739,1.5397545188588024
1825928,11760.4,1.7014799580222828,1.9335489136292647
6137858,11741.7,1.9840911735192948,1.5582240610191056
1545031,11717.9,1.6503427715139298,5.704803170419086
12498437,11705.9,1.7076309151533968,1.617166174283614
11285958,11700.3,2.412857823934124,1.4942296918613855
7630971,11636.6,1.7370999713428548,2.960898595822616
22603358,11552.6,1.9668335380283315,1.4701567649245284
4595465,11534.3,1.7988007749869368,2.391900092272538
12902063,11616.1,4.395343707740491,1.46876618282139
14522031,11527.2,2.0992601570759977,1.6257234757280847
